,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
4,2021,04,19,04:00,28°C,31°C,340°11 Km/h,N/A,70%,22°C,1006.0mb, Few Clouds at 760m  
5,2021,04,19,05:00,27°C,29°C,310°9 Km/h,N/A,70%,21°C,1006.0mb, Few Clouds at 760m  
6,2021,04,19,06:00,27°C,29°C,310°9 Km/h,N/A,66%,20°C,1006.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
7,2021,04,19,07:00,28°C,30°C,320°6 Km/h,N/A,62%,20°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
8,2021,04,19,08:00,30°C,31°C,340°11 Km/h,N/A,52%,19°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
9,2021,04,19,09:00,31°C,32°C,20°13 Km/h,N/A,46%,18°C,1008.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
10,2021,04,19,10:00,31°C,33°C,310°11 Km/h,N/A,52%,20°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
11,2021,04,19,11:00,33°C,35°C,300°17 Km/h,N/A,46%,20°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
12,2021,04,19,12:00,33°C,35°C,290°13 Km/h,N/A,46%,20°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
13,2021,04,19,13:00,33°C,36°C,260°19 Km/h,N/A,49%,21°C,1006.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
14,2021,04,19,14:00,33°C,36°C,280°17 Km/h,N/A,49%,21°C,1005.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
15,2021,04,19,15:00,32°C,36°C,260°19 Km/h,N/A,55%,22°C,1004.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
16,2021,04,19,16:00,31°C,35°C,260°24 Km/h,N/A,62%,23°C,1004.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
17,2021,04,19,17:00,30°C,36°C,150°28 Km/h,N/A,75%,25°C,1004.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
18,2021,04,19,18:00,30°C,35°C,250°30 Km/h,N/A,70%,24°C,1004.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
19,2021,04,19,19:00,29°C,35°C,250°22 Km/h,N/A,79%,25°C,1005.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
20,2021,04,19,20:00,29°C,35°C,250°20 Km/h,N/A,79%,25°C,1005.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
21,2021,04,19,21:00,29°C,34°C,240°9 Km/h,N/A,74%,24°C,1006.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
22,2021,04,19,22:00,29°C,35°C,220°9 Km/h,N/A,79%,25°C,1006.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
23,2021,04,19,23:00,28°C,33°C,210°9 Km/h,N/A,84%,25°C,1006.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
24,2021,04,19,23:40,28°C,32°C,190°11 Km/h,N/A,79%,24°C,1006.0mb," Few Cumulonimbus Clouds at 700m, Scattered Clouds at 3000m Thunderstorm "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,20,00:00,28°C,32°C,180°9 Km/h,N/A,79%,24°C,1006.0mb," Few Cumulonimbus Clouds at 700m, Scattered Clouds at 3000m Shower In the vicinity, Light Rain Shower "
1,2021,04,20,00:05,28°C,33°C,160°6 Km/h,N/A,84%,25°C,1006.0mb," Few Cumulonimbus Clouds at 700m, Scattered Clouds at 3000m Light Rain Shower "
2,2021,04,20,01:00,27°C,31°C,80°6 Km/h,N/A,89%,25°C,1005.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
3,2021,04,20,02:00,27°C,31°C,30°9 Km/h,N/A,89%,25°C,1005.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
4,2021,04,20,03:00,27°C,30°C,280°11 Km/h,N/A,84%,24°C,1004.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
5,2021,04,20,04:00,27°C,29°C,300°13 Km/h,N/A,70%,21°C,1004.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
6,2021,04,20,05:00,27°C,29°C,320°7 Km/h,N/A,70%,21°C,1005.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
7,2021,04,20,06:00,27°C,29°C,320°9 Km/h,N/A,74%,22°C,1006.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
8,2021,04,20,07:00,28°C,31°C,340°7 Km/h,N/A,70%,22°C,1006.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
9,2021,04,20,08:00,29°C,32°C,340°11 Km/h,N/A,66%,22°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
10,2021,04,20,09:00,30°C,33°C,310°9 Km/h,N/A,62%,22°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
11,2021,04,20,10:00,30°C,34°C,270°17 Km/h,N/A,66%,23°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
12,2021,04,20,11:00,31°C,35°C,270°20 Km/h,N/A,62%,23°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
13,2021,04,20,12:00,31°C,35°C,270°22 Km/h,N/A,62%,23°C,1006.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
14,2021,04,20,13:00,31°C,37°C,270°30 Km/h,N/A,66%,24°C,1005.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
15,2021,04,20,14:00,31°C,38°C,260°28 Km/h,N/A,70%,25°C,1004.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
16,2021,04,20,15:00,30°C,36°C,260°30 Km/h,N/A,75%,25°C,1004.0mb," Few Clouds at 760m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
17,2021,04,20,16:00,30°C,35°C,250°30 Km/h,N/A,70%,24°C,1004.0mb," Scattered Clouds at 700m, Cloudy at 8200m  "
18,2021,04,20,17:00,29°C,34°C,250°28 Km/h,N/A,74%,24°C,1004.0mb," Scattered Clouds at 700m, Scattered Clouds at 8200m  "
19,2021,04,20,18:00,29°C,34°C,230°15 Km/h,N/A,74%,24°C,1005.0mb," Scattered Clouds at 700m, Cloudy at 8200m  "
20,2021,04,20,19:00,29°C,34°C,250°19 Km/h,N/A,74%,24°C,1005.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
21,2021,04,20,20:00,29°C,34°C,250°17 Km/h,N/A,74%,24°C,1006.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
22,2021,04,20,21:00,29°C,35°C,250°19 Km/h,N/A,79%,25°C,1006.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
23,2021,04,20,22:00,29°C,34°C,250°19 Km/h,N/A,74%,24°C,1007.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
24,2021,04,20,23:00,29°C,35°C,280°13 Km/h,N/A,79%,25°C,1006.0mb," Scattered Clouds at 700m, Cloudy at 2700m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,21,00:00,28°C,33°C,250°11 Km/h,N/A,84%,25°C,1006.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m  "
1,2021,04,21,01:00,28°C,32°C,250°11 Km/h,N/A,79%,24°C,1006.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m  "
2,2021,04,21,02:00,28°C,33°C,250°7 Km/h,N/A,84%,25°C,1005.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
3,2021,04,21,03:00,28°C,32°C,Variable at 4 Km/h,N/A,79%,24°C,1005.0mb," Few Clouds at 760m, Scattered Clouds at 3000m, Broken Clouds at 3000m  "
4,2021,04,21,04:00,28°C,32°C,300°6 Km/h,N/A,79%,24°C,1005.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
5,2021,04,21,05:00,28°C,33°C,230°6 Km/h,N/A,84%,25°C,1005.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
6,2021,04,21,06:00,28°C,33°C,230°6 Km/h,N/A,84%,25°C,1006.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
7,2021,04,21,07:00,29°C,35°C,Variable at 4 Km/h,N/A,79%,25°C,1006.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
8,2021,04,21,08:00,30°C,36°C,280°17 Km/h,N/A,75%,25°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
9,2021,04,21,09:00,30°C,36°C,280°17 Km/h,N/A,75%,25°C,1007.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
10,2021,04,21,10:00,31°C,38°C,270°19 Km/h,N/A,70%,25°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
11,2021,04,21,11:00,32°C,39°C,260°26 Km/h,N/A,67%,25°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
12,2021,04,21,13:00,32°C,38°C,270°28 Km/h,N/A,63%,24°C,1006.0mb," Few Clouds at 760m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
13,2021,04,21,14:00,32°C,38°C,270°30 Km/h,N/A,63%,24°C,1005.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
14,2021,04,21,15:00,32°C,38°C,260°26 Km/h,N/A,63%,24°C,1004.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
15,2021,04,21,16:00,31°C,37°C,260°28 Km/h,N/A,66%,24°C,1004.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
16,2021,04,21,17:00,30°C,36°C,250°28 Km/h,N/A,75%,25°C,1004.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
17,2021,04,21,18:00,29°C,35°C,240°22 Km/h,N/A,79%,25°C,1005.0mb," Few Clouds at 760m, Broken Clouds at 12200m  "
18,2021,04,21,19:00,29°C,34°C,240°17 Km/h,N/A,74%,24°C,1006.0mb," Few Clouds at 700m, Broken Clouds at 2700m  "
19,2021,04,21,20:00,29°C,35°C,260°24 Km/h,N/A,79%,25°C,1006.0mb," Few Clouds at 700m, Broken Clouds at 2700m  "
20,2021,04,21,21:00,29°C,35°C,250°17 Km/h,N/A,79%,25°C,1007.0mb," Few Clouds at 700m, Broken Clouds at 2700m  "
21,2021,04,21,22:00,29°C,35°C,280°11 Km/h,N/A,79%,25°C,1007.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m  "
22,2021,04,21,23:00,29°C,35°C,280°17 Km/h,N/A,79%,25°C,1007.0mb," Scattered Clouds at 700m, Cloudy at 2700m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,22,00:00,29°C,34°C,320°13 Km/h,N/A,74%,24°C,1006.0mb," Few Clouds at 700m, Cloudy at 3000m  "
1,2021,04,22,01:00,29°C,34°C,Variable at 9 Km/h,N/A,74%,24°C,1006.0mb," Few Clouds at 700m, Cloudy at 3000m  "
2,2021,04,22,02:00,29°C,34°C,330°6 Km/h,N/A,74%,24°C,1005.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
3,2021,04,22,03:00,28°C,32°C,320°4 Km/h,N/A,79%,24°C,1005.0mb," Few Clouds at 700m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
4,2021,04,22,04:00,28°C,32°C,Variable at 2 Km/h,N/A,79%,24°C,1005.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
5,2021,04,22,05:00,28°C,33°C,210°6 Km/h,N/A,84%,25°C,1005.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
6,2021,04,22,06:00,28°C,33°C,Variable at 4 Km/h,N/A,84%,25°C,1006.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
7,2021,04,22,07:00,29°C,35°C,230°6 Km/h,N/A,79%,25°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
8,2021,04,22,08:00,30°C,36°C,260°19 Km/h,N/A,75%,25°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
9,2021,04,22,09:00,31°C,39°C,270°20 Km/h,N/A,75%,26°C,1008.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
10,2021,04,22,10:00,32°C,39°C,280°15 Km/h,N/A,67%,25°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
11,2021,04,22,11:00,32°C,39°C,290°17 Km/h,N/A,67%,25°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
12,2021,04,22,12:00,32°C,39°C,270°20 Km/h,N/A,67%,25°C,1006.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
13,2021,04,22,13:00,33°C,41°C,260°24 Km/h,N/A,63%,25°C,1005.0mb, Few Clouds at 760m  
14,2021,04,22,14:00,32°C,41°C,260°26 Km/h,N/A,71%,26°C,1004.0mb, Few Clouds at 760m  
15,2021,04,22,15:00,32°C,41°C,260°28 Km/h,N/A,71%,26°C,1004.0mb, Few Clouds at 760m  
16,2021,04,22,16:00,32°C,38°C,250°28 Km/h,N/A,63%,24°C,1004.0mb, Few Clouds at 760m  
17,2021,04,22,17:00,30°C,36°C,230°26 Km/h,N/A,75%,25°C,1004.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
18,2021,04,22,18:00,30°C,36°C,240°24 Km/h,N/A,75%,25°C,1004.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
19,2021,04,22,19:00,29°C,35°C,250°22 Km/h,N/A,79%,25°C,1005.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
20,2021,04,22,20:00,28°C,34°C,280°17 Km/h,N/A,89%,26°C,1006.0mb," Few Clouds at 700m, Broken Clouds at 3000m Light Rain Shower "
21,2021,04,22,21:00,28°C,34°C,250°13 Km/h,N/A,89%,26°C,1007.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
22,2021,04,22,22:00,28°C,34°C,240°9 Km/h,N/A,89%,26°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
23,2021,04,22,23:00,28°C,33°C,Variable at 4 Km/h,N/A,84%,25°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,23,00:00,28°C,31°C,50°11 Km/h,N/A,74%,23°C,1007.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
1,2021,04,23,01:00,28°C,32°C,30°11 Km/h,N/A,79%,24°C,1006.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
2,2021,04,23,02:00,28°C,32°C,10°13 Km/h,N/A,79%,24°C,1006.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
3,2021,04,23,03:00,28°C,32°C,10°13 Km/h,N/A,79%,24°C,1005.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
4,2021,04,23,04:00,28°C,32°C,360°9 Km/h,N/A,79%,24°C,1005.0mb," Few Clouds at 700m, Broken Clouds at 8200m  "
5,2021,04,23,05:00,28°C,32°C,30°9 Km/h,N/A,79%,24°C,1006.0mb," Scattered Clouds at 700m, Broken Clouds at 8200m  "
6,2021,04,23,06:00,28°C,32°C,10°11 Km/h,N/A,79%,24°C,1006.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
7,2021,04,23,07:00,29°C,34°C,360°9 Km/h,N/A,74%,24°C,1007.0mb, Few Clouds at 700m  
8,2021,04,23,08:00,29°C,34°C,10°11 Km/h,N/A,74%,24°C,1008.0mb, Few Clouds at 760m  
9,2021,04,23,09:00,30°C,35°C,310°11 Km/h,N/A,70%,24°C,1008.0mb, Scattered Clouds at 760m  
10,2021,04,23,10:00,32°C,37°C,310°13 Km/h,N/A,59%,23°C,1008.0mb, Few Clouds at 760m  
11,2021,04,23,11:00,32°C,38°C,290°15 Km/h,N/A,63%,24°C,1007.0mb, Few Clouds at 760m  
12,2021,04,23,12:00,32°C,37°C,290°15 Km/h,N/A,59%,23°C,1007.0mb, Few Clouds at 760m  
13,2021,04,23,13:00,33°C,38°C,280°20 Km/h,N/A,56%,23°C,1006.0mb, Few Clouds at 760m  
14,2021,04,23,14:00,32°C,39°C,270°24 Km/h,N/A,67%,25°C,1005.0mb, Few Clouds at 760m  
15,2021,04,23,15:00,32°C,39°C,270°30 Km/h,N/A,67%,25°C,1005.0mb, Few Clouds at 760m  
16,2021,04,23,16:00,32°C,39°C,260°28 Km/h,N/A,67%,25°C,1004.0mb, Few Clouds at 760m  
17,2021,04,23,17:00,31°C,35°C,250°24 Km/h,N/A,62%,23°C,1005.0mb, Few Clouds at 760m  
18,2021,04,23,18:00,30°C,35°C,240°20 Km/h,N/A,70%,24°C,1005.0mb, Few Clouds at 760m  
19,2021,04,23,19:00,29°C,34°C,230°13 Km/h,N/A,74%,24°C,1006.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
20,2021,04,23,20:00,29°C,34°C,230°13 Km/h,N/A,74%,24°C,1007.0mb, Few Clouds at 760m  
21,2021,04,23,21:00,29°C,34°C,220°7 Km/h,N/A,74%,24°C,1008.0mb, Few Clouds at 760m  
22,2021,04,23,22:00,28°C,32°C,230°9 Km/h,N/A,79%,24°C,1008.0mb, Few Clouds at 760m  
23,2021,04,23,23:00,28°C,32°C,220°9 Km/h,N/A,79%,24°C,1009.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,24,00:00,28°C,32°C,240°6 Km/h,N/A,79%,24°C,1008.0mb, Few Clouds at 760m  
1,2021,04,24,01:00,28°C,30°C,360°11 Km/h,N/A,66%,21°C,1008.0mb, Few Clouds at 760m  
2,2021,04,24,02:00,28°C,31°C,20°9 Km/h,N/A,70%,22°C,1008.0mb, Few Clouds at 760m  
3,2021,04,24,03:00,27°C,30°C,20°13 Km/h,N/A,79%,23°C,1007.0mb, Few Clouds at 760m  
4,2021,04,24,04:00,27°C,30°C,20°13 Km/h,N/A,79%,23°C,1008.0mb, Few Clouds at 760m  
5,2021,04,24,05:00,26°C,28°C,20°9 Km/h,N/A,84%,23°C,1008.0mb, Few Clouds at 760m  
6,2021,04,24,06:00,27°C,30°C,20°9 Km/h,N/A,79%,23°C,1009.0mb, Scattered Clouds at 760m  
7,2021,04,24,07:00,28°C,31°C,350°11 Km/h,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
8,2021,04,24,08:00,28°C,31°C,Variable at 7 Km/h,N/A,70%,22°C,1010.0mb, Few Clouds at 760m  
9,2021,04,24,09:00,30°C,34°C,Variable at 9 Km/h,N/A,66%,23°C,1011.0mb, Few Clouds at 760m  
10,2021,04,24,10:00,30°C,34°C,300°9 Km/h,N/A,66%,23°C,1011.0mb, Few Clouds at 760m  
11,2021,04,24,11:00,31°C,35°C,310°13 Km/h,N/A,62%,23°C,1010.0mb, Few Clouds at 760m  
12,2021,04,24,12:00,32°C,37°C,300°13 Km/h,N/A,59%,23°C,1010.0mb, Few Clouds at 760m  
13,2021,04,24,13:00,31°C,37°C,290°17 Km/h,N/A,66%,24°C,1009.0mb, Few Clouds at 760m  
14,2021,04,24,14:00,31°C,37°C,280°19 Km/h,N/A,66%,24°C,1008.0mb, Few Clouds at 760m  
15,2021,04,24,15:00,32°C,38°C,260°24 Km/h,N/A,63%,24°C,1007.0mb, Few Clouds at 760m  
16,2021,04,24,16:00,31°C,37°C,260°26 Km/h,N/A,66%,24°C,1007.0mb, Few Clouds at 760m  
17,2021,04,24,17:00,31°C,35°C,250°22 Km/h,N/A,62%,23°C,1007.0mb, Few Clouds at 760m  
18,2021,04,24,18:00,29°C,33°C,250°22 Km/h,N/A,70%,23°C,1007.0mb, Few Clouds at 760m  
19,2021,04,24,19:00,29°C,34°C,240°17 Km/h,N/A,74%,24°C,1008.0mb, Few Clouds at 760m  
20,2021,04,24,20:00,28°C,32°C,230°13 Km/h,N/A,79%,24°C,1008.0mb, Few Clouds at 760m  
21,2021,04,24,21:00,28°C,32°C,220°9 Km/h,N/A,79%,24°C,1009.0mb, Few Clouds at 760m  
22,2021,04,24,22:00,28°C,32°C,Variable at 4 Km/h,N/A,79%,24°C,1010.0mb, Few Clouds at 760m  
23,2021,04,24,23:00,28°C,32°C,Variable at 4 Km/h,N/A,79%,24°C,1010.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,25,00:00,28°C,32°C,180°6 Km/h,N/A,79%,24°C,1009.0mb, Few Clouds at 760m  
1,2021,04,25,01:00,27°C,30°C,Calm,N/A,79%,23°C,1009.0mb, Few Clouds at 760m  
2,2021,04,25,02:00,27°C,30°C,Calm,N/A,84%,24°C,1008.0mb, Few Clouds at 760m  
3,2021,04,25,03:00,27°C,30°C,Calm,N/A,84%,24°C,1008.0mb, Few Clouds at 760m  
4,2021,04,25,04:00,27°C,30°C,260°6 Km/h,N/A,84%,24°C,1008.0mb, Scattered Clouds at 580m  
5,2021,04,25,05:00,27°C,30°C,Variable at 4 Km/h,N/A,84%,24°C,1008.0mb, Scattered Clouds at 610m  
6,2021,04,25,06:00,27°C,30°C,Variable at 4 Km/h,N/A,84%,24°C,1009.0mb, Scattered Clouds at 760m  
7,2021,04,25,07:00,28°C,32°C,350°9 Km/h,N/A,79%,24°C,1010.0mb, Few Clouds at 760m  
8,2021,04,25,08:00,29°C,34°C,Variable at 6 Km/h,N/A,74%,24°C,1011.0mb, Few Clouds at 760m Haze 
9,2021,04,25,09:00,29°C,34°C,Variable at 11 Km/h,N/A,74%,24°C,1011.0mb, Few Clouds at 760m Haze 
10,2021,04,25,10:00,31°C,35°C,300°13 Km/h,N/A,62%,23°C,1011.0mb, Few Clouds at 760m Haze 
11,2021,04,25,11:00,31°C,37°C,290°15 Km/h,N/A,66%,24°C,1011.0mb, Few Clouds at 760m  
12,2021,04,25,12:00,31°C,37°C,280°19 Km/h,N/A,66%,24°C,1010.0mb, Few Clouds at 760m  
13,2021,04,25,13:00,32°C,37°C,280°19 Km/h,N/A,59%,23°C,1009.0mb, Few Clouds at 760m  
14,2021,04,25,14:00,32°C,35°C,260°22 Km/h,N/A,52%,21°C,1008.0mb, Few Clouds at 760m  
15,2021,04,25,15:00,32°C,37°C,260°22 Km/h,N/A,59%,23°C,1008.0mb, Few Clouds at 760m  
16,2021,04,25,16:00,32°C,36°C,270°24 Km/h,N/A,55%,22°C,1008.0mb, Few Clouds at 760m  
17,2021,04,25,17:00,31°C,35°C,260°22 Km/h,N/A,59%,22°C,1007.0mb, Few Clouds at 760m  
18,2021,04,25,18:00,31°C,35°C,230°15 Km/h,N/A,59%,22°C,1008.0mb, Few Clouds at 760m  
19,2021,04,25,19:00,29°C,32°C,230°13 Km/h,N/A,66%,22°C,1009.0mb, Few Clouds at 760m  
20,2021,04,25,20:00,29°C,32°C,210°9 Km/h,N/A,66%,22°C,1009.0mb, Few Clouds at 760m  
21,2021,04,25,21:00,29°C,34°C,180°11 Km/h,N/A,74%,24°C,1010.0mb, Few Clouds at 760m  
22,2021,04,25,22:00,29°C,34°C,Variable at 7 Km/h,N/A,74%,24°C,1011.0mb, Few Clouds at 760m  
23,2021,04,25,23:00,28°C,32°C,140°9 Km/h,N/A,79%,24°C,1011.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,26,00:00,28°C,31°C,130°9 Km/h,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
1,2021,04,26,01:00,27°C,30°C,120°11 Km/h,N/A,79%,23°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
2,2021,04,26,02:00,27°C,30°C,110°9 Km/h,N/A,79%,23°C,1009.0mb, Few Clouds at 760m  
3,2021,04,26,03:00,27°C,30°C,120°7 Km/h,N/A,79%,23°C,1009.0mb, Few Clouds at 760m  
4,2021,04,26,04:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1009.0mb, Few Clouds at 760m  
5,2021,04,26,05:00,26°C,28°C,60°11 Km/h,N/A,84%,23°C,1010.0mb, Few Clouds at 760m  
6,2021,04,26,06:00,27°C,30°C,100°6 Km/h,N/A,79%,23°C,1010.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
7,2021,04,26,07:00,27°C,30°C,70°9 Km/h,N/A,79%,23°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
8,2021,04,26,08:00,28°C,31°C,60°17 Km/h,N/A,74%,23°C,1012.0mb," Few Clouds at 760m, Cloudy at 3000m  "
9,2021,04,26,09:00,28°C,30°C,90°13 Km/h,N/A,66%,21°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
10,2021,04,26,10:00,28°C,31°C,90°7 Km/h,N/A,74%,23°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
11,2021,04,26,11:00,30°C,34°C,130°13 Km/h,N/A,66%,23°C,1012.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
12,2021,04,26,12:00,31°C,37°C,140°13 Km/h,N/A,66%,24°C,1012.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
13,2021,04,26,13:00,30°C,34°C,120°22 Km/h,N/A,66%,23°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
14,2021,04,26,14:00,30°C,34°C,120°15 Km/h,N/A,66%,23°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
15,2021,04,26,15:00,30°C,33°C,120°15 Km/h,N/A,62%,22°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
16,2021,04,26,16:00,30°C,33°C,110°13 Km/h,N/A,62%,22°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
17,2021,04,26,17:00,30°C,33°C,110°15 Km/h,N/A,62%,22°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
18,2021,04,26,18:00,30°C,33°C,110°11 Km/h,N/A,62%,22°C,1009.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
19,2021,04,26,19:00,29°C,32°C,110°13 Km/h,N/A,66%,22°C,1010.0mb, Few Clouds at 760m  
20,2021,04,26,20:00,28°C,31°C,120°11 Km/h,N/A,70%,22°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
21,2021,04,26,21:00,28°C,31°C,120°13 Km/h,N/A,70%,22°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
22,2021,04,26,22:00,28°C,31°C,120°11 Km/h,N/A,70%,22°C,1012.0mb, Few Clouds at 760m  
23,2021,04,26,23:00,27°C,29°C,110°13 Km/h,N/A,74%,22°C,1012.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,27,00:00,27°C,29°C,120°11 Km/h,N/A,74%,22°C,1012.0mb, Few Clouds at 760m  
1,2021,04,27,01:00,27°C,29°C,120°15 Km/h,N/A,74%,22°C,1011.0mb, Few Clouds at 760m  
2,2021,04,27,02:00,27°C,29°C,120°11 Km/h,N/A,74%,22°C,1011.0mb, Few Clouds at 760m  
